"BLOOD" "HIPPOC" "CORTEX" "HYPOTH" "SKM-GN" "SKM-VL" "HEART" "KIDNEY" "ADRNL" "COLON" "SPLEEN" "LUNG" "SMLINT" "LIVER" "WAT-SC"
"1680" 0.466113 0.632225 0.667106 0.461002 0.528654 0.4945 0.495808 0.459718 0.553833 0.489044 0.526289 0.597526 0.562598 0.452726 0.441006
"1681" 0.527189 0.566776 0.670064 0.462706 0.540292 0.539291 0.526674 0.436319 0.58534 0.529089 0.566793 0.58913 0.584896 0.453636 0.434778
"1682" 0.503927 0.58524 0.553584 0.523321 0.557149 0.581964 0.546785 0.426117 0.601531 0.550929 0.618871 0.589752 0.614394 0.414198 0.434066
"1683" 0.504672 0.563571 0.553561 0.512389 0.568024 0.560597 0.531065 0.435385 0.605262 0.54907 0.614584 0.595287 0.587355 0.421382 0.428104
"1684" 0.482538 0.590441 0.523994 0.500693 0.515249 0.476216 0.611071 0.512861 0.622602 0.539624 0.65811 0.606656 0.629741 0.556017 0.427577
"1685" 0.521167 0.501307 0.509477 0.499713 0.557136 0.417579 0.537964 0.471243 0.619861 0.546544 0.544344 0.652326 0.476455 0.452318 0.448206
"1686" 0.535553 0.52635 0.506568 0.572663 0.429617 0.466226 0.521997 0.425592 0.577539 0.478399 0.671718 0.579113 0.578244 0.553169 0.424143
"1687" 0.511386 0.583363 0.588067 0.469204 0.570596 0.500923 0.577828 0.534922 0.571509 0.468782 0.520164 0.613743 0.497471 0.545544 0.456983
"1688" 0.526565 0.545874 0.56952 0.602027 0.548917 0.475821 0.559693 0.50092 0.614048 0.508648 0.591131 0.595279 0.534253 0.489476 0.443535
"1689" 0.50471 0.558688 0.492736 0.432342 0.501386 0.557693 0.496342 0.514899 0.533968 0.515187 0.551001 0.553801 0.525323 0.527252 0.429961
"1690" 0.504858 0.584823 0.510171 0.419375 0.539609 0.508506 0.513306 0.476301 0.626058 0.58067 0.63953 0.597526 0.555614 0.503998 0.480876
"1691" 0.545433 0.548589 0.50779 0.406314 0.529828 0.530849 0.486923 0.492713 0.617993 0.591361 0.613789 0.586335 0.569746 0.513352 0.478924
"1692" 0.481956 0.477007 0.486391 0.549131 0.511258 0.509948 0.58461 0.480551 0.59202 0.513237 0.59464 0.692011 0.501214 0.455933 0.422021
"1693" 0.521481 0.587335 0.651986 0.502704 0.518631 0.531116 0.504171 0.49419 0.574277 0.590631 0.632573 0.660964 0.596409 0.500612 0.473872
"1694" 0.536848 0.606781 0.635192 0.489754 0.518226 0.56754 0.496502 0.511529 0.592614 0.603019 0.608871 0.654536 0.618737 0.467845 0.474456
"1695" 0.478587 0.574138 0.509522 0.530288 0.569834 0.44681 0.579783 0.447332 0.599825 0.471391 0.624095 0.664264 0.497508 0.500706 0.423565
"1696" 0.524973 0.548758 0.538788 0.54023 0.526209 0.449522 0.504963 0.459192 0.621376 0.466533 0.75579 0.647914 0.517236 0.501318 0.44495
"1697" 0.488754 0.396499 0.559589 0.613081 0.552666 0.489033 0.523029 0.494664 0.621677 0.534633 0.662168 0.629827 0.706942 0.463693 0.426566
"1698" 0.516689 0.699464 0.689351 0.439844 0.523564 0.540384 0.554027 0.462267 0.587377 0.54845 0.578011 0.671593 0.408185 0.494372 0.463227
"1699" 0.49262 0.664029 0.54823 0.553695 0.535185 0.496913 0.490998 0.470772 0.625128 0.538222 0.691113 0.635398 0.682968 0.46285 0.424519
"1700" 0.543159 0.577779 0.684292 0.688691 0.533174 0.570139 0.589328 0.502619 0.581692 0.501656 0.648732 0.653021 0.604224 0.507708 0.477461
"1701" 0.513548 0.623517 0.534358 0.443018 0.531302 0.477983 0.450874 0.467702 0.600282 0.603111 0.634052 0.566877 0.589823 0.465564 0.442425
"1702" 0.5044 0.709188 0.51624 0.463291 0.545714 0.403102 0.50439 0.467424 0.552967 0.573274 0.673395 0.63736 0.560131 0.456381 0.43874
"1703" 0.616063 0.53179 0.61129 0.376854 0.549365 0.603724 0.558763 0.463622 0.656053 0.48491 0.597504 0.696088 0.539696 0.476174 0.442539
"1704" 0.366139 0.63817 0.504237 0.395534 0.525553 0.376992 0.555802 0.457752 0.564249 0.516943 0.676732 0.638033 0.490171 0.459903 0.439506
"1705" 0.455827 0.707559 0.576772 0.529621 0.578253 0.467197 0.500217 0.458659 0.599575 0.540149 0.606905 0.640326 0.578527 0.455111 0.454265
"1706" 0.462261 0.558706 0.468651 0.548863 0.431362 0.454828 0.564216 0.490019 0.549297 0.499734 0.701228 0.620132 0.556312 0.445535 0.425005
"1707" 0.539595 0.629981 0.6557 0.426417 0.610748 0.541372 0.500115 0.461438 0.652237 0.55448 0.556496 0.621166 0.537694 0.492637 0.466702
"1708" 0.46111 0.512378 0.573617 0.563155 0.47062 0.481136 0.522159 0.457955 0.558934 0.559893 0.688782 0.744095 0.735716 0.532401 0.431756
"1709" 0.449319 0.523402 0.55705 0.611757 0.480019 0.476412 0.542081 0.45249 0.55176 0.60611 0.699952 0.755335 0.69581 0.536338 0.430903
"1710" 0.491147 0.675377 0.585194 0.459519 0.573887 0.485231 0.564279 0.479445 0.64735 0.461461 0.693851 0.499845 0.511062 0.46264 0.465039
"1711" 0.49375 0.714261 0.615217 0.468876 0.586812 0.510406 0.545645 0.476967 0.656053 0.45287 0.705661 0.487028 0.505464 0.477514 0.460892
"1712" 0.570072 0.595132 0.746029 0.566176 0.530948 0.510511 0.513667 0.514075 0.545168 0.474768 0.640124 0.63779 0.558546 0.469631 0.448046
"1713" 0.484642 0.685385 0.560649 0.343569 0.508732 0.55515 0.579941 0.444916 0.673638 0.57249 0.649127 0.671985 0.589927 0.452429 0.445465
"1714" 0.525554 0.44731 0.622586 0.557961 0.538919 0.521829 0.505487 0.481765 0.535615 0.50605 0.634625 0.709065 0.663061 0.466873 0.449734
"1715" 0.53426 0.557746 0.540924 0.594627 0.52111 0.569128 0.50403 0.48794 0.507531 0.454336 0.632348 0.690062 0.522778 0.482621 0.450085
"1716" 0.503678 0.485004 0.55561 0.479161 0.509678 0.527821 0.496407 0.453509 0.58974 0.551603 0.586072 0.674901 0.549745 0.512846 0.457541
"1717" 0.515611 0.697992 0.531516 0.540756 0.569957 0.495751 0.53314 0.475261 0.60535 0.497398 0.622539 0.519535 0.607921 0.452059 0.43982
"1718" 0.433464 0.517494 0.565586 0.49202 0.493064 0.547686 0.497745 0.451998 0.570446 0.556967 0.612192 0.751255 0.520647 0.527138 0.45075
"1719" 0.564028 0.700163 0.611588 0.518823 0.56261 0.478595 0.5822 0.483936 0.63191 0.493431 0.62914 0.536887 0.600678 0.416626 0.435007
"1720" 0.60832 0.504305 0.572883 0.476473 0.555102 0.461062 0.545966 0.452723 0.596231 0.517386 0.583987 0.650821 0.676005 0.380534 0.441386
"1721" 0.549957 0.628534 0.668984 0.569402 0.539463 0.542452 0.515928 0.487842 0.583508 0.476197 0.635499 0.75043 0.56412 0.425415 0.434286
"1722" 0.591133 0.580122 0.671599 0.523396 0.511783 0.467776 0.530809 0.445497 0.571816 0.577126 0.653089 0.609704 0.657311 0.48533 0.449724
"1723" 0.465108 0.700572 0.608952 0.526648 0.548658 0.586969 0.542077 0.475663 0.650811 0.534517 0.634682 0.604846 0.700508 0.474127 0.408878
"1724" 0.556154 0.599913 0.53858 0.44337 0.551113 0.55117 0.536349 0.483107 0.643354 0.447677 0.598664 0.634171 0.623878 0.525855 0.466981
"1725" 0.48005 0.587526 0.562907 0.387095 0.593297 0.519356 0.561222 0.4118 0.562455 0.500387 0.590192 0.558423 0.573372 0.486822 0.458254
"1726" 0.487177 0.637952 0.574577 0.567773 0.522522 0.473977 0.516374 0.536969 0.628997 0.482896 0.69062 0.728731 0.543958 0.464189 0.427969
"1727" 0.52151 0.543082 0.495034 0.462268 0.528458 0.539927 0.544986 0.43737 0.541532 0.570434 0.506196 0.483341 0.551645 0.509414 0.472342
"1728" 0.477962 0.581734 0.516057 0.531737 0.513555 0.498243 0.506913 0.533989 0.588507 0.468646 0.61177 0.627581 0.494577 0.478526 0.428302
"1729" 0.51351 0.633889 0.507344 0.547322 0.521884 0.508205 0.530328 0.471828 0.610699 0.426735 0.564316 0.60977 0.52261 0.465605 0.427242
"1730" 0.563452 0.58297 0.592619 0.41574 0.462807 0.46682 0.4791 0.488663 0.662468 0.452164 0.605374 0.646013 0.672319 0.386322 0.437257
"1731" 0.534879 0.568703 0.636304 0.472944 0.545807 0.450633 0.513762 0.493681 0.608878 0.448882 0.596065 0.58178 0.425296 0.339073 0.467323
"1732" 0.475342 0.492436 0.542208 0.461909 0.525399 0.529508 0.531236 0.431106 0.593901 0.564371 0.626972 0.670531 0.592959 0.519993 0.422354
"1733" 0.490682 0.526486 0.554134 0.505298 0.505018 0.539058 0.530632 0.430558 0.612386 0.538666 0.653844 0.676554 0.614884 0.491161 0.418918
"1734" 0.501788 0.484597 0.49185 0.359282 0.510104 0.4788 0.557513 0.518187 0.593897 0.516724 0.596955 0.555019 0.524445 0.436955 0.438171
"1735" 0.464565 0.563375 0.697314 0.435472 0.531378 0.535541 0.531868 0.454722 0.56732 0.558476 0.669763 0.627191 0.5581 0.410236 0.449978
"1736" 0.53384 0.654265 0.496547 0.479794 0.546744 0.46727 0.549992 0.485175 0.644653 0.529284 0.607863 0.682673 0.62795 0.598407 0.4366
"1737" 0.408215 0.59055 0.451027 0.378515 0.514861 0.526406 0.492169 0.459174 0.631581 0.519572 0.551894 0.665823 0.517744 0.489314 0.457645
"1738" 0.425102 0.421958 0.596158 0.304204 0.490352 0.57654 0.512835 0.5485 0.576479 0.55291 0.704721 0.659631 0.546157 0.471532 0.435721
"1739" 0.451075 0.614775 0.612599 0.410929 0.504827 0.564497 0.539936 0.440825 0.586598 0.546275 0.663946 0.466093 0.493631 0.4845 0.458266
"1740" 0.45663 0.678493 0.504875 0.50074 0.508759 0.542017 0.531558 0.466706 0.598033 0.5607 0.699722 0.633627 0.483507 0.500794 0.450468
"1741" 0.467913 0.612608 0.441364 0.416363 0.485094 0.529726 0.540284 0.535349 0.574172 0.530463 0.662222 0.609824 0.528422 0.482245 0.442911
"1742" 0.515851 0.507343 0.608493 0.553542 0.566571 0.46386 0.521516 0.428273 0.608715 0.508439 0.535198 0.585098 0.527093 0.483547 0.439272
"1743" 0.48978 0.558357 0.589608 0.553215 0.581613 0.520066 0.522828 0.466464 0.585658 0.576726 0.528952 0.612835 0.534476 0.46969 0.445375
"1744" 0.518823 0.585333 0.468098 0.52223 0.508017 0.556422 0.527273 0.492973 0.579519 0.523955 0.624462 0.569303 0.500117 0.495809 0.455833
"1745" 0.516275 0.644194 0.662809 0.566777 0.461053 0.568403 0.559771 0.495262 0.587187 0.52968 0.638884 0.534634 0.470077 0.491117 0.462481
"1746" 0.551971 0.594835 0.578932 0.499719 0.544968 0.525998 0.489821 0.519695 0.573575 0.545998 0.646185 0.553864 0.483191 0.541477 0.47975
"1747" 0.515062 0.618526 0.580774 0.529474 0.461499 0.577512 0.517374 0.494134 0.61563 0.562527 0.624102 0.577544 0.51201 0.554482 0.476091
"1748" 0.510125 0.624899 0.49279 0.598303 0.545047 0.479874 0.543229 0.495153 0.591402 0.593913 0.662624 0.714655 0.606761 0.419738 0.44664
"1749" 0.536245 0.589785 0.600978 0.450279 0.516487 0.521789 0.552964 0.478379 0.613489 0.470495 0.610629 0.58098 0.477027 0.537896 0.434434
"1750" 0.576656 0.63399 0.575692 0.628052 0.576694 0.551445 0.555161 0.407474 0.606376 0.514209 0.59265 0.59653 0.544052 0.486455 0.432875
"1751" 0.495994 0.504784 0.535785 0.38153 0.451685 0.446206 0.548458 0.544752 0.595114 0.535702 0.616784 0.648568 0.555713 0.509567 0.43903
"1752" 0.466949 0.536184 0.589968 0.31265 0.44442 0.478811 0.520011 0.541485 0.600608 0.517259 0.611683 0.621565 0.573489 0.464776 0.435902
"1753" 0.513621 0.569705 0.480266 0.540047 0.587797 0.490296 0.519832 0.394512 0.598604 0.511474 0.627995 0.659106 0.507769 0.48566 0.451405
"1754" 0.501721 0.57997 0.47443 0.503847 0.585815 0.488376 0.507646 0.403832 0.579661 0.51751 0.603562 0.641621 0.494595 0.461367 0.455464
"1755" 0.538634 0.549154 0.558104 0.587321 0.497207 0.560437 0.576858 0.579459 0.598846 0.548945 0.58174 0.541463 0.599746 0.523741 0.43984
"1756" 0.579412 0.481513 0.50729 0.563852 0.506264 0.51268 0.580452 0.493216 0.570686 0.565698 0.542196 0.64964 0.531382 0.516783 0.411218
"1757" 0.420081 0.737641 0.673192 0.447705 0.548776 0.504613 0.496377 0.460117 0.6373 0.48499 0.726463 0.622605 0.604089 0.436391 0.484875
"1758" 0.552772 0.63513 0.49299 0.491654 0.543319 0.490394 0.584889 0.470075 0.565919 0.613768 0.566102 0.768299 0.501868 0.521832 0.398607
"1759" 0.439569 0.643214 0.750028 0.581123 0.531204 0.528553 0.500286 0.486014 0.648532 0.442061 0.730624 0.566622 0.706681 0.423663 0.488024
"1760" 0.521519 0.710017 0.75157 0.673545 0.507377 0.521945 0.582999 0.458897 0.538823 0.561473 0.576985 0.695287 0.583208 0.440709 0.405481
"1761" 0.492306 0.521993 0.408605 0.383054 0.565431 0.523024 0.500228 0.498365 0.670723 0.487374 0.679683 0.598241 0.591748 0.51642 0.48756
"1762" 0.522029 0.604042 0.541063 0.525497 0.519804 0.622805 0.556984 0.506016 0.637237 0.520652 0.626569 0.588351 0.56538 0.466975 0.485899
"1763" 0.534204 0.659648 0.630841 0.362023 0.596737 0.369787 0.607847 0.490171 0.631265 0.471218 0.658475 0.625265 0.550936 0.445797 0.44816
"1764" 0.498428 0.52599 0.5639 0.459917 0.49527 0.56913 0.508575 0.538265 0.558757 0.560128 0.591405 0.655032 0.679729 0.502527 0.428897
"1765" 0.562024 0.558637 0.545135 0.567347 0.574905 0.484751 0.539585 0.444997 0.589339 0.508256 0.595319 0.545811 0.448425 0.50176 0.463252
"1766" 0.47354 0.652863 0.65262 0.424354 0.550484 0.453936 0.587189 0.459138 0.601029 0.492444 0.612136 0.676363 0.454279 0.487237 0.4602
"1767" 0.486196 0.550192 0.748854 0.530241 0.517595 0.434005 0.491225 0.47001 0.589679 0.535839 0.645771 0.617763 0.513459 0.426243 0.47117
"1768" 0.572456 0.561315 0.631112 0.64477 0.579623 0.526345 0.587572 0.456999 0.585165 0.541338 0.598346 0.586224 0.549821 0.45219 0.456596
"1769" 0.459132 0.583498 0.49487 0.438551 0.487694 0.514092 0.469014 0.511109 0.605023 0.508023 0.584204 0.599759 0.539121 0.539109 0.459269
"1770" 0.410141 0.55369 0.531209 0.443503 0.537267 0.406848 0.535601 0.468728 0.555659 0.547075 0.607175 0.458512 0.433325 0.500665 0.455617
"1771" 0.462661 0.625629 0.507677 0.512555 0.561988 0.589887 0.57051 0.459073 0.665774 0.52242 0.615592 0.676045 0.557257 0.445234 0.438103
"1772" 0.575444 0.484923 0.614843 0.478246 0.476298 0.384969 0.496073 0.476263 0.535038 0.514045 0.605441 0.551884 0.60826 0.467304 0.449625
"1773" 0.530753 0.531152 0.55715 0.462318 0.511621 0.436109 0.473715 0.484327 0.560292 0.595752 0.639359 0.650009 0.578502 0.499275 0.427683
"1774" 0.501927 0.540477 0.474111 0.510359 0.523767 0.528468 0.50118 0.525539 0.580962 0.530044 0.571618 0.536219 0.486541 0.496884 0.478838
"1775" 0.504904 0.526998 0.506971 0.519223 0.53799 0.540271 0.508744 0.507965 0.575152 0.529559 0.58542 0.558299 0.451331 0.473907 0.479322
"1776" 0.548773 0.596685 0.521324 0.561146 0.556145 0.52461 0.589092 0.518754 0.60477 0.562529 0.628294 0.68051 0.601441 0.554848 0.444458
"1777" 0.513913 0.586805 0.653861 0.566986 0.562912 0.575466 0.519273 0.502563 0.554803 0.545878 0.585314 0.558253 0.585841 0.521808 0.453945
"1778" 0.54383 0.474939 0.46211 0.491808 0.519767 0.509397 0.557134 0.53669 0.603135 0.529241 0.594174 0.591127 0.498175 0.509495 0.465675
"1779" 0.487661 0.565073 0.559379 0.531345 0.541564 0.511539 0.518822 0.425993 0.550618 0.520483 0.542278 0.560501 0.560712 0.496242 0.438873
"1780" 0.50433 0.569822 0.581906 0.526963 0.488123 0.566627 0.518678 0.453099 0.554986 0.547238 0.606652 0.553615 0.499259 0.505459 0.449583
"1781" 0.498789 0.47566 0.464524 0.527404 0.513951 0.500002 0.483484 0.43914 0.546946 0.576237 0.551742 0.536476 0.566728 0.459361 0.431843
"1782" 0.48078 0.486801 0.519142 0.504577 0.519003 0.485012 0.539048 0.511121 0.578173 0.46508 0.590105 0.561252 0.506028 0.491547 0.471545
"1783" 0.459173 0.531746 0.635289 0.565905 0.551536 0.506156 0.516459 0.454803 0.625347 0.474252 0.674861 0.657841 0.588955 0.547037 0.455566
"1784" 0.567486 0.605887 0.563068 0.528054 0.555795 0.466954 0.578516 0.448555 0.615062 0.628901 0.555337 0.577528 0.624996 0.402988 0.455216
"1785" 0.540918 0.614082 0.517398 0.542074 0.524516 0.510026 0.560857 0.46798 0.605663 0.586758 0.640317 0.610901 0.598376 0.462546 0.423812
"1786" 0.494073 0.524869 0.559866 0.557921 0.519744 0.570753 0.616981 0.438851 0.630427 0.65089 0.569524 0.617142 0.505487 0.555236 0.448703
"1787" 0.468283 0.600692 0.496715 0.492264 0.533272 0.546591 0.596131 0.431715 0.611719 0.588365 0.551429 0.58531 0.562848 0.518951 0.440717
"1788" 0.482011 0.560705 0.597644 0.546932 0.582203 0.483648 0.53814 0.489873 0.600446 0.528712 0.587806 0.589016 0.520715 0.478007 0.445252
"1789" 0.486716 0.58362 0.556383 0.501598 0.54532 0.484545 0.553199 0.472039 0.575004 0.52966 0.573714 0.588381 0.529726 0.487865 0.473064
"1790" 0.593717 0.550719 0.546849 0.545871 0.548106 0.559509 0.510764 0.450654 0.599086 0.531658 0.550105 0.585528 0.562576 0.550025 0.416605
"1791" 0.351315 0.534727 0.485377 0.391899 0.515334 0.410761 0.524931 0.44752 0.626893 0.474632 0.69707 0.657028 0.451639 0.403423 0.474428
"1792" 0.487874 0.434557 0.566793 0.392841 0.464559 0.469219 0.534932 0.479644 0.596644 0.580572 0.716903 0.678912 0.415825 0.462702 0.449672
"1793" 0.449679 0.598755 0.620579 0.622443 0.592457 0.476567 0.566672 0.475887 0.621701 0.534477 0.549811 0.642823 0.609236 0.51437 0.43947
"1794" 0.521608 0.682139 0.680552 0.383125 0.535166 0.541903 0.54608 0.514606 0.64415 0.521353 0.529838 0.666541 0.504196 0.538867 0.443706
"1795" 0.557695 0.464025 0.456391 0.671391 0.502542 0.492457 0.550258 0.441028 0.532619 0.559219 0.670085 0.573371 0.400233 0.46744 0.439952
"1796" 0.455926 0.746204 0.707479 0.361613 0.483841 0.584405 0.570089 0.520091 0.626893 0.539482 0.610943 0.673821 0.760843 0.451602 0.469835
"1797" 0.528716 0.519 0.548755 0.564946 0.570781 0.446477 0.499257 0.462598 0.61051 0.542144 0.6379 0.676871 0.389299 0.42655 0.395716
"1798" 0.518039 0.566717 0.516392 0.482399 0.543425 0.532138 0.559775 0.439563 0.606177 0.526036 0.629995 0.652091 0.670952 0.516819 0.454711
"1799" 0.470871 0.495672 0.59093 0.593126 0.525345 0.47177 0.543528 0.497231 0.612819 0.551873 0.581977 0.637607 0.563466 0.5121 0.43022
"1800" 0.513402 0.44624 0.403926 0.530587 0.498761 0.41835 0.542191 0.509065 0.584501 0.578979 0.700473 0.669296 0.604955 0.422676 0.444672
"1801" 0.507898 0.612553 0.642423 0.512259 0.556456 0.593418 0.545997 0.441606 0.605334 0.483975 0.537002 0.609267 0.517597 0.536196 0.448784
"1802" 0.572105 0.559024 0.652885 0.595928 0.556166 0.602297 0.55007 0.44472 0.627202 0.462299 0.530776 0.612571 0.525956 0.532952 0.453883
"1803" 0.473336 0.590764 0.47851 0.493789 0.497389 0.632538 0.484789 0.477651 0.614512 0.492265 0.687149 0.603443 0.575849 0.454622 0.436864
"1804" 0.599074 0.676138 0.681085 0.496969 0.535737 0.494793 0.548506 0.503136 0.632337 0.556097 0.585948 0.690961 0.555605 0.48466 0.436953
"1805" 0.599554 0.672635 0.705962 0.577499 0.532536 0.496026 0.558246 0.487712 0.623723 0.553415 0.574672 0.721755 0.529249 0.504146 0.43254
"1806" 0.471111 0.539497 0.504452 0.503819 0.539027 0.536998 0.511363 0.485004 0.570438 0.49316 0.651791 0.54977 0.606241 0.466471 0.470761
"1807" 0.557783 0.575796 0.618851 0.542103 0.475864 0.425941 0.538134 0.481607 0.55828 0.57407 0.495849 0.640863 0.478627 0.482007 0.449644
"1808" 0.488541 0.623549 0.535574 0.603553 0.539736 0.444148 0.538677 0.473185 0.594402 0.618279 0.58714 0.656705 0.508746 0.448396 0.445945
"1809" 0.486704 0.503896 0.550093 0.422419 0.522198 0.488733 0.536403 0.414349 0.56545 0.45915 0.650516 0.597462 0.622704 0.446241 0.441467
"1810" 0.534974 0.591797 0.54678 0.590871 0.507286 0.473345 0.524496 0.450659 0.562066 0.557254 0.543656 0.630634 0.459005 0.493569 0.439609
"1811" 0.491312 0.550062 0.445879 0.436938 0.533554 0.520063 0.504161 0.49816 0.603623 0.497833 0.628541 0.583812 0.566662 0.515843 0.464819
"1812" 0.461219 0.642069 0.557819 0.539568 0.545009 0.516158 0.51502 0.429014 0.603468 0.551954 0.602537 0.694489 0.619422 0.430239 0.413194
"1813" 0.528619 0.609382 0.615499 0.676441 0.525431 0.567356 0.526187 0.507107 0.60984 0.563459 0.525442 0.597531 0.499626 0.504996 0.468528
"1814" 0.45553 0.559263 0.548677 0.461951 0.586444 0.501484 0.505924 0.437972 0.586379 0.527622 0.638174 0.653632 0.533204 0.476318 0.447469
"1815" 0.549383 0.601396 0.505344 0.54153 0.557895 0.566529 0.50869 0.433044 0.591658 0.455917 0.674818 0.69478 0.618488 0.473049 0.455837
"1816" 0.465196 0.665226 0.708758 0.433286 0.511231 0.443191 0.551702 0.515975 0.655378 0.545269 0.642746 0.719381 0.519231 0.483504 0.442066
"1817" 0.435339 0.631394 0.600824 0.377287 0.489359 0.476153 0.545933 0.482579 0.635233 0.529539 0.66099 0.667774 0.480145 0.438704 0.445155
"1818" 0.603547 0.559101 0.658074 0.599376 0.545254 0.481739 0.497667 0.474056 0.552946 0.521907 0.60335 0.618428 0.613419 0.507926 0.443231
"1819" 0.448363 0.830374 0.576312 0.470657 0.528176 0.566486 0.589193 0.501305 0.655956 0.554186 0.612065 0.677462 0.598477 0.448365 0.438283
"1820" 0.479378 0.753075 0.649207 0.598895 0.552434 0.492233 0.451958 0.390872 0.62253 0.556132 0.682047 0.661197 0.390296 0.444976 0.424635
"1821" 0.480371 0.376704 0.402843 0.360694 0.465139 0.4871 0.594796 0.535697 0.568479 0.476254 0.539333 0.59515 0.684707 0.474351 0.466051
"1822" 0.566665 0.759592 0.825129 0.512569 0.572702 0.533315 0.474869 0.440995 0.623118 0.615374 0.72319 0.617023 0.331697 0.448381 0.422614
"1823" 0.447674 0.605109 0.454791 0.414345 0.540231 0.516474 0.598564 0.492314 0.607286 0.480612 0.645256 0.716477 0.782326 0.49029 0.447886
"1824" 0.567662 0.617182 0.614566 0.584836 0.490146 0.52222 0.519708 0.471182 0.511566 0.579206 0.682495 0.676596 0.419674 0.475929 0.440068
"1825" 0.546843 0.48248 0.569939 0.467584 0.469209 0.534331 0.525483 0.443923 0.606723 0.502593 0.610271 0.67368 0.451783 0.371639 0.417192
"1826" 0.42727 0.602326 0.479257 0.435415 0.568247 0.443641 0.540178 0.490682 0.568508 0.520675 0.600336 0.550472 0.55642 0.551036 0.470121
"1827" 0.599172 0.750811 0.692937 0.616936 0.469363 0.592668 0.522387 0.456974 0.63659 0.523964 0.641239 0.672423 0.540305 0.401961 0.422646
"1828" 0.499126 0.628365 0.712412 0.466576 0.549292 0.558547 0.484037 0.45366 0.603599 0.518095 0.656636 0.640876 0.515845 0.412889 0.458306
"1829" 0.586522 0.613294 0.701043 0.633146 0.527307 0.50023 0.59578 0.467611 0.616063 0.577504 0.622247 0.688342 0.634561 0.548731 0.432497
"1830" 0.554051 0.637953 0.578074 0.532722 0.554884 0.558442 0.552233 0.499846 0.630946 0.542358 0.633666 0.667004 0.610538 0.440094 0.455801
"1831" 0.579353 0.582037 0.625243 0.41452 0.592862 0.609677 0.553151 0.513139 0.5688 0.528596 0.648946 0.560444 0.602882 0.542475 0.428681
"1832" 0.452439 0.722854 0.620618 0.669236 0.475247 0.357344 0.534854 0.445468 0.645467 0.526272 0.653805 0.745747 0.581458 0.408922 0.461587
"1833" 0.492965 0.664583 0.559232 0.470783 0.593874 0.632407 0.506044 0.460941 0.555282 0.532297 0.61409 0.559338 0.650948 0.547593 0.426371
"1834" 0.498141 0.573895 0.555497 0.560816 0.45679 0.391413 0.559712 0.490947 0.62789 0.51225 0.650764 0.646466 0.40187 0.407616 0.451752
"1835" 0.502213 0.584937 0.612903 0.533408 0.568887 0.567124 0.514508 0.464498 0.555995 0.495739 0.592149 0.59859 0.662197 0.536618 0.440745
"1836" 0.483441 0.492347 0.543976 0.521027 0.592539 0.592972 0.543394 0.534124 0.58135 0.504493 0.575539 0.587036 0.481126 0.442714 0.453252
"1837" 0.488564 0.630609 0.662438 0.489769 0.535742 0.562502 0.527677 0.408129 0.628048 0.585048 0.69166 0.703191 0.653996 0.431965 0.462533
"1838" 0.466431 0.521309 0.485662 0.600025 0.525648 0.445445 0.521725 0.499547 0.590451 0.465691 0.639817 0.636268 0.402051 0.512211 0.417838
"1839" 0.512163 0.578429 0.608659 0.469839 0.513002 0.524281 0.529708 0.469879 0.60792 0.543946 0.589733 0.62495 0.538856 0.476737 0.442332
"1840" 0.523227 0.567759 0.518724 0.655682 0.524473 0.50432 0.512813 0.491182 0.570156 0.555218 0.623779 0.56845 0.432408 0.465693 0.466498
"1841" 0.485668 0.606262 0.523753 0.498243 0.529253 0.531162 0.52858 0.50368 0.643224 0.56668 0.595788 0.620996 0.508866 0.476208 0.460806
"1842" 0.458198 0.682287 0.539052 0.488875 0.576533 0.56075 0.543327 0.49123 0.645624 0.546845 0.576006 0.646389 0.596247 0.46281 0.454092
"1843" 0.451131 0.645622 0.615617 0.449117 0.555131 0.519711 0.569869 0.461928 0.618187 0.507473 0.592371 0.695419 0.533181 0.509857 0.459342
"1844" 0.590094 0.579577 0.550078 0.614909 0.515717 0.524804 0.531944 0.528172 0.582548 0.566815 0.618793 0.54524 0.593137 0.479907 0.440367
"1845" 0.552265 0.631849 0.524213 0.521964 0.491881 0.494969 0.507184 0.444568 0.586024 0.537097 0.629495 0.554717 0.489698 0.400812 0.451534
"1846" 0.376888 0.569289 0.535507 0.553926 0.467183 0.425163 0.525896 0.46776 0.537549 0.519122 0.592041 0.652957 0.497286 0.536891 0.45323
"1847" 0.567288 0.532539 0.495949 0.431366 0.536353 0.586252 0.587619 0.497017 0.585608 0.544039 0.5904 0.53918 0.495812 0.543128 0.426684
"1848" 0.482543 0.556456 0.462917 0.491384 0.533259 0.527108 0.496481 0.447324 0.626138 0.558188 0.553667 0.623932 0.536228 0.40905 0.453448
"1849" 0.500789 0.631388 0.462771 0.449308 0.536677 0.495708 0.486211 0.452038 0.640898 0.591508 0.562605 0.604753 0.544212 0.420961 0.45844
"1850" 0.51043 0.563625 0.722623 0.519606 0.517315 0.519733 0.605965 0.482475 0.560418 0.452122 0.687123 0.672752 0.619994 0.536338 0.432096
"1851" 0.51065 0.530436 0.695782 0.513943 0.517307 0.528142 0.605675 0.490112 0.561783 0.446985 0.703745 0.675327 0.610338 0.530155 0.428808
"1852" 0.450351 0.611228 0.646049 0.561069 0.485448 0.512517 0.597155 0.48459 0.545584 0.538229 0.679316 0.688548 0.578256 0.502904 0.436573
