"BLOOD" "HIPPOC" "CORTEX" "HYPOTH" "SKM-GN" "SKM-VL" "HEART" "KIDNEY" "ADRNL" "COLON" "SPLEEN" "LUNG" "SMLINT" "LIVER" "WAT-SC"
"607" 0.525799 0.540669 0.693197 0.582682 0.553755 0.537231 0.524952 0.500919 0.593186 0.554016 0.632635 0.632169 0.571635 0.524745 0.431095
"608" 0.500009 0.730854 0.636452 0.60055 0.559479 0.593873 0.611201 0.504606 0.602916 0.635944 0.626288 0.70514 0.538713 0.465803 0.46072
"609" 0.522467 0.651149 0.539848 0.562674 0.593632 0.494381 0.549486 0.4959 0.581478 0.50087 0.592645 0.667409 0.622255 0.420757 0.450384
"610" 0.448391 0.475811 0.61962 0.461518 0.58227 0.501875 0.540619 0.47248 0.586809 0.566532 0.644948 0.545485 0.607549 0.508993 0.447952
"611" 0.49216 0.577438 0.618926 0.529722 0.504097 0.466362 0.54877 0.480439 0.624172 0.4884 0.663761 0.612137 0.653394 0.529452 0.453832
"612" 0.543389 0.582576 0.592485 0.593796 0.513803 0.526883 0.547335 0.464486 0.649404 0.464923 0.628679 0.632494 0.499319 0.527012 0.45005
"613" 0.434012 0.51667 0.557647 0.48825 0.466405 0.616782 0.510545 0.47638 0.604204 0.49757 0.561427 0.606048 0.496226 0.560769 0.464611
"614" 0.53052 0.621014 0.535596 0.571815 0.620741 0.5952 0.563991 0.475659 0.58647 0.61496 0.6203 0.605117 0.534223 0.513815 0.45924
"615" 0.465737 0.570183 0.557862 0.499047 0.558315 0.553104 0.51165 0.467386 0.609567 0.521179 0.598385 0.622252 0.547359 0.488181 0.456457
"616" 0.628318 0.663409 0.594481 0.577802 0.527339 0.526002 0.56747 0.51463 0.58818 0.544696 0.625023 0.624669 0.586824 0.50041 0.4341
"617" 0.546073 0.573047 0.635721 0.557272 0.519602 0.562971 0.513449 0.491031 0.593857 0.569678 0.588234 0.622506 0.506081 0.50093 0.485373
"618" 0.550431 0.573555 0.630088 0.595185 0.529155 0.528716 0.518298 0.499199 0.581301 0.584037 0.59767 0.626391 0.505494 0.505385 0.473306
"619" 0.499813 0.521098 0.628334 0.597223 0.533639 0.482121 0.488008 0.476594 0.578367 0.565293 0.599606 0.62171 0.452044 0.464108 0.465699
"620" 0.525055 0.488652 0.607625 0.558189 0.513306 0.516082 0.479846 0.483686 0.589196 0.578932 0.614431 0.599416 0.486867 0.459862 0.458647
"621" 0.608233 0.602227 0.582848 0.371533 0.589085 0.477547 0.548931 0.475325 0.61723 0.527445 0.595848 0.643515 0.504032 0.500582 0.467946
"622" 0.445358 0.647419 0.653417 0.685028 0.459304 0.567583 0.52778 0.485648 0.609693 0.531165 0.647034 0.631348 0.599453 0.449648 0.447923
"623" 0.585823 0.50788 0.632909 0.382637 0.534846 0.482317 0.455224 0.459045 0.648279 0.51924 0.604653 0.655155 0.48324 0.520823 0.451045
"624" 0.488707 0.647029 0.649554 0.434661 0.521368 0.448968 0.511854 0.431433 0.648712 0.533573 0.617226 0.667389 0.64625 0.522267 0.45642
"625" 0.554665 0.68796 0.392531 0.490151 0.501819 0.632179 0.562622 0.394822 0.626156 0.511734 0.675435 0.66055 0.493889 0.485296 0.448453
"626" 0.576351 0.53799 0.611675 0.457323 0.506268 0.551376 0.531056 0.502077 0.621906 0.557244 0.668716 0.639113 0.553365 0.419475 0.4466
"627" 0.475886 0.640452 0.529051 0.623104 0.54344 0.51619 0.55042 0.441465 0.565402 0.535954 0.600401 0.613138 0.541064 0.538919 0.458132
"628" 0.515354 0.588194 0.711006 0.424916 0.493033 0.577712 0.560321 0.455626 0.597361 0.508226 0.625921 0.614097 0.513225 0.449846 0.47833
"629" 0.459449 0.437406 0.548082 0.555657 0.514796 0.483066 0.555272 0.481707 0.564737 0.550044 0.703693 0.629031 0.508034 0.524264 0.427059
"630" 0.595498 0.776184 0.706144 0.527374 0.569129 0.491654 0.528721 0.433575 0.584831 0.558671 0.629587 0.543117 0.58778 0.415339 0.452017
"631" 0.478529 0.485947 0.56143 0.459574 0.530531 0.533791 0.585419 0.507895 0.643639 0.51098 0.701509 0.761789 0.614401 0.559042 0.440582
"632" 0.491187 0.795354 0.599314 0.617948 0.526987 0.535272 0.470386 0.472912 0.599552 0.60024 0.693374 0.726237 0.61494 0.376441 0.442713
"633" 0.523225 0.789067 0.582626 0.624668 0.564106 0.550249 0.452091 0.47744 0.602049 0.589786 0.68693 0.752215 0.604729 0.352229 0.437802
"634" 0.418968 0.658434 0.683206 0.247911 0.484602 0.424849 0.595171 0.505529 0.611939 0.510352 0.58749 0.60625 0.571792 0.582069 0.449956
"635" 0.532516 0.569144 0.566393 0.778832 0.554416 0.61184 0.463279 0.435614 0.575159 0.539693 0.671225 0.790834 0.642833 0.362513 0.41841
"636" 0.41721 0.583732 0.589603 0.296402 0.494588 0.387433 0.59434 0.506336 0.618818 0.504242 0.581742 0.499604 0.506464 0.562793 0.469142
"637" 0.552908 0.507976 0.491357 0.560606 0.559474 0.51346 0.498711 0.5017 0.627965 0.552345 0.6625 0.636772 0.575222 0.462211 0.428194
"638" 0.406678 0.601277 0.596822 0.511614 0.566609 0.484795 0.571872 0.496934 0.625211 0.512615 0.511943 0.668185 0.511283 0.547143 0.428961
"639" 0.545388 0.532639 0.529089 0.516958 0.618001 0.517655 0.524217 0.512442 0.584104 0.572627 0.598749 0.606944 0.584772 0.589107 0.43608
"640" 0.555185 0.652563 0.48356 0.505322 0.55342 0.479734 0.578502 0.495984 0.583448 0.564141 0.587156 0.609675 0.546681 0.54181 0.445082
"641" 0.488393 0.508274 0.592912 0.528979 0.523462 0.568294 0.507179 0.488189 0.600313 0.517724 0.609109 0.597575 0.552877 0.457884 0.444189
"642" 0.50268 0.590516 0.550226 0.647867 0.632966 0.590408 0.595904 0.519 0.619284 0.53271 0.54082 0.64705 0.63049 0.420628 0.425381
"643" 0.517217 0.672455 0.637036 0.481513 0.533809 0.526118 0.530911 0.381362 0.624607 0.533241 0.640233 0.655472 0.573644 0.497724 0.462939
"644" 0.586663 0.655182 0.547702 0.411747 0.443626 0.56314 0.513812 0.464223 0.611507 0.546338 0.6298 0.62074 0.522103 0.537189 0.448647
"645" 0.435839 0.648329 0.535148 0.501352 0.546478 0.50864 0.5007 0.468515 0.585837 0.502188 0.582991 0.690263 0.628471 0.506334 0.480416
"646" 0.383453 0.49994 0.519173 0.467853 0.569735 0.490462 0.40049 0.457478 0.594487 0.478062 0.63778 0.62813 0.565936 0.463549 0.483788
"647" 0.62 0.644236 0.524884 0.525959 0.533106 0.478652 0.679503 0.477645 0.588737 0.580955 0.588482 0.587661 0.506107 0.476381 0.401644
"648" 0.504973 0.598463 0.627243 0.382897 0.538121 0.444997 0.443388 0.512398 0.636221 0.531923 0.616244 0.64667 0.390062 0.513515 0.429229
"649" 0.481669 0.589355 0.51753 0.568689 0.57096 0.560337 0.590006 0.469746 0.548344 0.470177 0.601453 0.652826 0.728199 0.411809 0.454893
"650" 0.503644 0.738512 0.675576 0.368131 0.505616 0.482366 0.520665 0.48829 0.646829 0.575285 0.711293 0.663764 0.656557 0.526839 0.434788
"651" 0.407664 0.646966 0.559626 0.451073 0.580882 0.369946 0.553166 0.432786 0.653574 0.516349 0.678802 0.637353 0.599486 0.38806 0.442105
"652" 0.610606 0.672112 0.783665 0.405025 0.52712 0.629719 0.545953 0.475013 0.558852 0.512818 0.650979 0.70382 0.556926 0.431367 0.430414
"653" 0.406168 0.602885 0.372286 0.611365 0.504674 0.362429 0.506438 0.511605 0.651617 0.587981 0.61971 0.614864 0.614039 0.469649 0.445763
"654" 0.436937 0.736757 0.310541 0.488758 0.51754 0.464986 0.494499 0.479042 0.66573 0.478337 0.670421 0.6961 0.623834 0.516033 0.477149
"655" 0.433063 0.574263 0.634959 0.409706 0.490585 0.474268 0.508858 0.482322 0.627335 0.623225 0.672864 0.736087 0.620867 0.349231 0.40505
"656" 0.450009 0.53768 0.578678 0.539568 0.498369 0.482767 0.500037 0.518011 0.564126 0.621236 0.532814 0.600194 0.530665 0.383116 0.419474
"657" 0.422361 0.548388 0.550441 0.474893 0.587509 0.442012 0.571219 0.500648 0.629443 0.508732 0.618854 0.54828 0.4547 0.475146 0.447538
"658" 0.587919 0.729061 0.607911 0.564704 0.47245 0.556717 0.511147 0.454297 0.587781 0.553518 0.659705 0.762714 0.799706 0.478482 0.442919
"659" 0.620515 0.720624 0.585834 0.593284 0.493956 0.569849 0.484367 0.480456 0.573492 0.5461 0.640097 0.784628 0.794795 0.492072 0.446408
"660" 0.644988 0.668363 0.675593 0.571865 0.501919 0.591117 0.510695 0.478388 0.620739 0.502607 0.655176 0.723286 0.74548 0.489452 0.443343
"661" 0.303677 0.780407 0.491615 0.446277 0.530419 0.413743 0.516221 0.433062 0.640671 0.547152 0.679022 0.655943 0.561878 0.476329 0.431871
"662" 0.320962 0.770478 0.539693 0.447115 0.528382 0.398196 0.502046 0.414313 0.643445 0.535763 0.651701 0.66095 0.563274 0.48187 0.429902
"663" 0.549983 0.364138 0.579754 0.43929 0.579602 0.464844 0.575525 0.493964 0.608888 0.542567 0.696017 0.753764 0.548321 0.413089 0.44823
"664" 0.472153 0.805689 0.501922 0.359648 0.453356 0.499236 0.39746 0.437805 0.619071 0.511019 0.604211 0.607407 0.645908 0.485697 0.43763
"665" 0.511583 0.61682 0.479575 0.452918 0.49672 0.442451 0.476553 0.436006 0.651683 0.510834 0.589322 0.699707 0.560877 0.444772 0.47139
"666" 0.48944 0.604751 0.471681 0.309957 0.656298 0.520902 0.581883 0.443707 0.5903 0.492008 0.588243 0.609257 0.38596 0.450634 0.454305
"667" 0.52424 0.661352 0.634671 0.612437 0.594732 0.457398 0.526145 0.51429 0.543204 0.519357 0.629565 0.652744 0.772711 0.427578 0.461352
"668" 0.525133 0.586332 0.63117 0.65866 0.615276 0.444272 0.531326 0.484142 0.553418 0.525407 0.642649 0.637942 0.717844 0.435916 0.463389
"669" 0.508024 0.627673 0.531161 0.323806 0.508969 0.579423 0.556111 0.510865 0.55593 0.421911 0.593724 0.539634 0.456785 0.407586 0.473158
"670" 0.489737 0.710755 0.437663 0.478231 0.569876 0.526727 0.574022 0.427999 0.576053 0.466958 0.619514 0.618579 0.571462 0.488031 0.424983
"671" 0.441144 0.55067 0.679089 0.433738 0.527543 0.52633 0.51657 0.535786 0.53554 0.555354 0.61163 0.572915 0.514501 0.48715 0.459592
"672" 0.524267 0.608457 0.439525 0.542943 0.525899 0.468208 0.556926 0.412026 0.675907 0.499813 0.634901 0.696118 0.577987 0.453564 0.436358
"673" 0.466599 0.535733 0.658641 0.490532 0.54077 0.539579 0.504665 0.550101 0.515585 0.567706 0.622101 0.52789 0.502328 0.507569 0.449393
"674" 0.545545 0.523126 0.386049 0.493263 0.50053 0.437299 0.543185 0.430269 0.612046 0.473135 0.529359 0.64328 0.543886 0.428752 0.443424
"675" 0.380791 0.510313 0.641183 0.465137 0.514115 0.607244 0.518676 0.486131 0.569755 0.539966 0.615732 0.553139 0.520467 0.472116 0.460375
"676" 0.527707 0.624444 0.537739 0.615773 0.614775 0.436834 0.57124 0.503764 0.583398 0.473235 0.674182 0.629166 0.600531 0.476295 0.434889
"677" 0.586931 0.538874 0.706586 0.380112 0.539621 0.519362 0.549373 0.441631 0.619819 0.565253 0.5758 0.639449 0.569268 0.514362 0.46417
"678" 0.391593 0.563369 0.666493 0.415265 0.586406 0.632253 0.501063 0.507658 0.625121 0.433644 0.592635 0.601929 0.598059 0.509181 0.449917
"679" 0.464059 0.560323 0.602346 0.399199 0.590439 0.65135 0.501064 0.454737 0.593075 0.384297 0.613782 0.614972 0.555859 0.523395 0.438793
"680" 0.507201 0.533527 0.580046 0.487694 0.651217 0.601157 0.538932 0.481022 0.549999 0.529893 0.610408 0.6496 0.627719 0.536897 0.434913
"681" 0.531046 0.658094 0.601379 0.667883 0.528747 0.503643 0.593673 0.492473 0.630775 0.50674 0.626019 0.694014 0.549662 0.538518 0.413141
"682" 0.47768 0.559141 0.578961 0.306899 0.516731 0.505263 0.514111 0.475737 0.58563 0.53528 0.661164 0.601252 0.589277 0.380663 0.479512
"683" 0.449388 0.554606 0.601256 0.497679 0.509603 0.494998 0.466642 0.523782 0.615837 0.552967 0.581667 0.643501 0.630306 0.482093 0.449851
"684" 0.44359 0.544586 0.58082 0.533172 0.512344 0.510696 0.487117 0.515159 0.636103 0.565682 0.575266 0.654703 0.647957 0.446903 0.446446
"685" 0.469595 0.529954 0.489719 0.562348 0.532932 0.551758 0.570841 0.503563 0.606228 0.599447 0.604074 0.671586 0.538847 0.496261 0.435161
"686" 0.508374 0.543172 0.527408 0.480119 0.532671 0.565765 0.562289 0.522869 0.615387 0.579498 0.597544 0.677419 0.576636 0.511063 0.426567
"687" 0.536214 0.656905 0.661462 0.651511 0.569161 0.540572 0.583059 0.477604 0.611184 0.504569 0.64948 0.618592 0.58137 0.520555 0.460942
"688" 0.498815 0.663203 0.648179 0.573877 0.562094 0.483874 0.554027 0.484299 0.61708 0.523099 0.61867 0.62629 0.602806 0.542868 0.438516
"689" 0.463367 0.428236 0.424982 0.374502 0.48923 0.541464 0.520097 0.457273 0.576916 0.516925 0.609597 0.625173 0.537692 0.405348 0.45276
"690" 0.509486 0.367538 0.506017 0.294053 0.540908 0.572384 0.525562 0.408476 0.571056 0.41579 0.639354 0.668675 0.563789 0.508744 0.420638
"691" 0.512874 0.547369 0.527159 0.318787 0.552653 0.534996 0.555209 0.412638 0.583344 0.414018 0.685762 0.632526 0.607447 0.450942 0.406568
"692" 0.492928 0.746684 0.686215 0.581198 0.554899 0.462866 0.547944 0.470904 0.575002 0.551425 0.593431 0.619597 0.538786 0.445201 0.42572
"693" 0.43784 0.835149 0.827966 0.38312 0.481401 0.564043 0.576736 0.48965 0.647522 0.418894 0.641734 0.622818 0.548598 0.497349 0.467652
"694" 0.476409 0.645673 0.385213 0.749922 0.514952 0.555873 0.550096 0.507565 0.636352 0.447807 0.613318 0.622483 0.545321 0.478 0.466658
"695" 0.501994 0.709464 0.405044 0.69527 0.51887 0.563019 0.513098 0.451868 0.595777 0.473885 0.612548 0.69781 0.514282 0.498642 0.425562
"696" 0.505736 0.651599 0.897713 0.200652 0.546 0.441466 0.576642 0.499448 0.623411 0.586478 0.683786 0.62734 0.68183 0.442695 0.463504
"697" 0.475244 0.748591 0.450752 0.645483 0.524313 0.546143 0.517645 0.433262 0.611884 0.446723 0.59762 0.766305 0.563189 0.458329 0.437982
"698" 0.52228 0.42498 0.738926 0.55375 0.571844 0.577778 0.570609 0.528244 0.624912 0.521226 0.606777 0.632557 0.461059 0.413346 0.455129
"699" 0.476025 0.741176 0.354542 0.343529 0.478458 0.415984 0.492172 0.416265 0.569268 0.516294 0.640552 0.645844 0.5933 0.522546 0.4329
"700" 0.509829 0.466422 0.6279 0.530387 0.567946 0.568075 0.580726 0.525011 0.605964 0.553733 0.577928 0.623897 0.497989 0.474893 0.46802
"701" 0.465974 0.560211 0.670368 0.627014 0.615537 0.56015 0.553138 0.450281 0.601387 0.508367 0.612037 0.635571 0.613366 0.484545 0.470931
"702" 0.564405 0.748701 0.536437 0.404585 0.50816 0.470929 0.565657 0.471556 0.646454 0.497683 0.649717 0.646643 0.562146 0.506585 0.427941
"703" 0.411277 0.497205 0.563869 0.47865 0.52827 0.498269 0.503723 0.523891 0.552478 0.564214 0.582075 0.570598 0.439575 0.423521 0.455569
"704" 0.535033 0.533476 0.48808 0.40878 0.524041 0.496623 0.536614 0.491337 0.592201 0.463344 0.586867 0.548016 0.52087 0.47232 0.435071
"705" 0.456748 0.565268 0.576988 0.550705 0.514281 0.52431 0.5423 0.501616 0.57534 0.54148 0.625638 0.691378 0.579169 0.513518 0.439571
"706" 0.523575 0.587494 0.540075 0.583008 0.574058 0.530468 0.505849 0.49658 0.558345 0.545811 0.609138 0.568716 0.565698 0.502329 0.430581
"707" 0.467799 0.628376 0.598546 0.567806 0.5404 0.475902 0.516416 0.495529 0.524112 0.592306 0.579628 0.583451 0.520062 0.534119 0.463162
"708" 0.520974 0.491443 0.491678 0.49758 0.491402 0.558427 0.587733 0.488487 0.605957 0.53975 0.620589 0.521073 0.579003 0.463281 0.442892
"709" 0.508636 0.776629 0.581185 0.530046 0.508042 0.418938 0.612072 0.485316 0.636189 0.553934 0.626048 0.66784 0.603524 0.457717 0.431625
"710" 0.591363 0.653304 0.519967 0.695897 0.542702 0.462428 0.57942 0.489066 0.597503 0.504226 0.626367 0.657804 0.513969 0.384621 0.441868
"711" 0.499898 0.547659 0.521517 0.503045 0.576985 0.504521 0.457096 0.471133 0.600631 0.567358 0.722698 0.640229 0.640277 0.479275 0.445129
"712" 0.511659 0.470556 0.535087 0.455589 0.474653 0.611576 0.535918 0.465969 0.587735 0.524606 0.674558 0.75246 0.605785 0.446303 0.463907
"713" 0.431755 0.923011 0.708427 0.541216 0.605504 0.397406 0.539156 0.485522 0.623112 0.549712 0.660184 0.620037 0.652851 0.505035 0.427604
"714" 0.565261 0.887544 0.692773 0.533147 0.504989 0.617901 0.511647 0.479745 0.611243 0.515275 0.630396 0.74785 0.467737 0.420894 0.452235
"715" 0.539513 0.791233 0.662337 0.571299 0.516068 0.521142 0.560141 0.457332 0.577519 0.42526 0.564041 0.677154 0.487048 0.537042 0.443316
"716" 0.51582 0.435723 0.521989 0.502544 0.556354 0.535817 0.523421 0.518162 0.630097 0.631006 0.663134 0.587907 0.631224 0.455289 0.453644
"717" 0.483847 0.712896 0.542796 0.45229 0.470532 0.496681 0.515176 0.428839 0.606536 0.443344 0.553641 0.683549 0.546559 0.467501 0.440959
"718" 0.518204 0.73225 0.650371 0.643278 0.547274 0.50029 0.566954 0.485492 0.61359 0.57107 0.622084 0.653526 0.435972 0.444882 0.451048
"719" 0.508643 0.678309 0.738977 0.45665 0.520465 0.50664 0.552485 0.510236 0.582289 0.533185 0.653289 0.724285 0.492505 0.448605 0.438812
"720" 0.475021 0.762376 0.78967 0.580789 0.530582 0.481359 0.539692 0.459596 0.605906 0.485763 0.542132 0.683448 0.541561 0.521057 0.456347
"721" 0.539506 0.511918 0.41478 0.581404 0.525202 0.56635 0.539873 0.496993 0.559923 0.60087 0.743173 0.597738 0.567613 0.455858 0.450811
"722" 0.557521 0.57519 0.544983 0.510839 0.522825 0.53575 0.559791 0.487238 0.560791 0.57351 0.670406 0.61413 0.545122 0.452429 0.452139
"723" 0.539681 0.601978 0.547183 0.54748 0.525315 0.552301 0.557703 0.480757 0.563641 0.591706 0.673829 0.562137 0.543504 0.483166 0.454114
"724" 0.493347 0.631481 0.60968 0.545122 0.549195 0.492845 0.526914 0.498854 0.622627 0.472962 0.61723 0.734432 0.596507 0.497145 0.441893
"725" 0.622637 0.578263 0.668104 0.422267 0.595212 0.488839 0.472541 0.462211 0.629652 0.536502 0.697311 0.627981 0.542562 0.410833 0.447218
"726" 0.635826 0.664066 0.668706 0.329717 0.54419 0.475487 0.477332 0.458967 0.599038 0.558678 0.690101 0.633785 0.541414 0.411632 0.460059
"727" 0.497012 0.593116 0.654577 0.545029 0.494906 0.456187 0.554516 0.477361 0.568012 0.493922 0.605907 0.728345 0.421494 0.516038 0.437016
"728" 0.574554 0.567025 0.578313 0.480999 0.577501 0.487318 0.556869 0.468942 0.576711 0.539288 0.581712 0.658903 0.544955 0.528953 0.44501
"729" 0.434229 0.540311 0.518898 0.606879 0.433963 0.539384 0.547603 0.468866 0.596107 0.569892 0.536149 0.633754 0.543064 0.468837 0.445763
"730" 0.561097 0.466474 0.458083 0.37919 0.530633 0.481913 0.608733 0.497897 0.579238 0.594478 0.62872 0.637908 0.512333 0.495885 0.445769
"731" 0.546004 0.540107 0.623548 0.536629 0.517131 0.425332 0.537327 0.507591 0.567084 0.499798 0.555964 0.658805 0.615932 0.446898 0.42088
"732" 0.517129 0.689536 0.567275 0.407157 0.522252 0.516232 0.534309 0.508028 0.599488 0.569499 0.64685 0.591041 0.57472 0.447101 0.443035
"733" 0.529894 0.540386 0.667014 0.484863 0.625987 0.521588 0.49574 0.51234 0.584571 0.584297 0.665915 0.543072 0.517004 0.462802 0.442889
"734" 0.476257 0.59234 0.579067 0.492072 0.567527 0.494795 0.553537 0.467679 0.598375 0.640858 0.602671 0.572016 0.607247 0.497945 0.432738
"735" 0.496779 0.711844 0.488868 0.567922 0.542613 0.547464 0.536792 0.500574 0.585798 0.538139 0.650368 0.574025 0.529549 0.412343 0.444849
"736" 0.507143 0.533106 0.65676 0.271484 0.573614 0.444672 0.517132 0.453518 0.612021 0.504019 0.590053 0.676741 0.567079 0.505566 0.450233
"737" 0.507128 0.7582 0.455445 0.401308 0.498589 0.58711 0.530396 0.474078 0.600422 0.532379 0.71596 0.613558 0.690501 0.445016 0.46944
"738" 0.469638 0.630108 0.727181 0.691695 0.556603 0.523751 0.595152 0.468101 0.582214 0.534259 0.5821 0.76705 0.443259 0.448823 0.462977
"739" 0.56017 0.653642 0.525045 0.391708 0.559779 0.51548 0.487482 0.480226 0.636462 0.537632 0.718125 0.549473 0.736487 0.501912 0.437444
"740" 0.490568 0.676558 0.441638 0.589854 0.514718 0.593062 0.604391 0.523497 0.572 0.549925 0.788356 0.637157 0.761013 0.460152 0.449897
"741" 0.530218 0.639585 0.84473 0.473301 0.505987 0.429609 0.486864 0.412352 0.640196 0.509634 0.501521 0.71671 0.477351 0.43573 0.419604
"742" 0.44966 0.707506 0.539431 0.287434 0.520237 0.566472 0.550353 0.494565 0.606075 0.558998 0.77958 0.654992 0.608129 0.555777 0.460947
"743" 0.468382 0.690911 0.579233 0.335907 0.5174 0.517236 0.494494 0.498864 0.602003 0.557489 0.716854 0.633156 0.629938 0.577483 0.466544
"744" 0.522511 0.541535 0.832926 0.63543 0.539034 0.503394 0.596883 0.456878 0.617039 0.500675 0.575182 0.741247 0.552204 0.382395 0.415821
"745" 0.435142 0.640609 0.739648 0.289538 0.538564 0.470475 0.470154 0.463813 0.593155 0.536477 0.708389 0.589657 0.641667 0.543331 0.474323
"746" 0.527619 0.684813 0.743945 0.304355 0.51647 0.557306 0.475227 0.418779 0.591095 0.504482 0.661795 0.63876 0.588086 0.512553 0.456453
"747" 0.451685 0.537718 0.557003 0.496783 0.529075 0.432822 0.586167 0.510239 0.631782 0.509532 0.65476 0.667149 0.443678 0.473687 0.430549
"748" 0.523136 0.721828 0.541257 0.495604 0.493836 0.478811 0.483239 0.517535 0.604286 0.574482 0.629374 0.616931 0.360857 0.495463 0.406526
"749" 0.493131 0.551484 0.4843 0.414993 0.500885 0.441202 0.545157 0.501632 0.609651 0.521337 0.610357 0.622763 0.546216 0.490314 0.439808
"750" 0.572056 0.539239 0.575969 0.577121 0.550467 0.533691 0.531802 0.440648 0.579912 0.506912 0.579966 0.579576 0.547108 0.517947 0.438267
"751" 0.511594 0.575903 0.510883 0.546085 0.535961 0.438099 0.48959 0.464081 0.637509 0.470116 0.619234 0.651365 0.54152 0.486809 0.467507
"752" 0.519153 0.479277 0.441484 0.34431 0.496705 0.516627 0.535663 0.526195 0.557248 0.496989 0.652177 0.613189 0.605181 0.389782 0.44348
"753" 0.526566 0.506937 0.394518 0.415538 0.526426 0.47458 0.559054 0.450864 0.566581 0.486656 0.591993 0.617551 0.637147 0.416372 0.469678
"754" 0.518033 0.542489 0.385147 0.477685 0.534829 0.477648 0.534718 0.445898 0.567073 0.490109 0.575518 0.629665 0.64886 0.432962 0.473528
"755" 0.488346 0.53221 0.647308 0.497033 0.506708 0.522611 0.50368 0.513856 0.594674 0.54429 0.580702 0.52922 0.451637 0.51244 0.425887
"756" 0.503111 0.586825 0.567551 0.421445 0.466237 0.438888 0.532107 0.517598 0.520735 0.542461 0.594356 0.559726 0.650253 0.481924 0.438168
"757" 0.525256 0.529308 0.5197 0.62112 0.525389 0.495147 0.533562 0.460409 0.602341 0.549202 0.62476 0.613046 0.499884 0.487091 0.437815
"758" 0.481808 0.535336 0.653894 0.47488 0.530339 0.491155 0.501206 0.469865 0.591841 0.579119 0.551292 0.641269 0.614843 0.517062 0.417235
"759" 0.550751 0.590548 0.599066 0.502953 0.507956 0.528491 0.516682 0.498697 0.6459 0.499228 0.607493 0.69479 0.60935 0.564611 0.505186
"760" 0.508406 0.552553 0.520226 0.521687 0.52826 0.487871 0.590011 0.443329 0.531903 0.547689 0.59901 0.556082 0.492571 0.413238 0.410206
"761" 0.49427 0.553494 0.527269 0.536468 0.509691 0.516728 0.467048 0.530686 0.603735 0.486374 0.551505 0.560447 0.56586 0.547689 0.492478
"762" 0.501346 0.517885 0.531957 0.502767 0.526422 0.579459 0.548888 0.465117 0.57584 0.510386 0.52453 0.5246 0.50251 0.485777 0.488112
"763" 0.507943 0.566521 0.623003 0.465172 0.520861 0.448357 0.503706 0.519251 0.552664 0.539265 0.563769 0.604304 0.541838 0.504477 0.429786
"764" 0.529587 0.482938 0.570049 0.523006 0.509466 0.494672 0.582185 0.484864 0.607327 0.498064 0.521002 0.638819 0.546874 0.39435 0.424662
"765" 0.441235 0.703151 0.469022 0.296318 0.518338 0.480312 0.482451 0.440381 0.60595 0.54488 0.733379 0.634889 0.538687 0.52005 0.468101
"766" 0.518918 0.731952 0.486729 0.48586 0.479318 0.450523 0.498858 0.522173 0.553497 0.459861 0.603503 0.649337 0.599469 0.405226 0.418279
"767" 0.519933 0.664514 0.482876 0.522454 0.554714 0.450845 0.484594 0.483544 0.5956 0.600802 0.574186 0.596233 0.554296 0.468434 0.444451
"768" 0.445577 0.439227 0.585299 0.46771 0.517683 0.50839 0.559827 0.469128 0.581045 0.432584 0.614555 0.597038 0.523588 0.48798 0.44256
"769" 0.47861 0.56993 0.489302 0.455767 0.545799 0.551662 0.543819 0.460366 0.533173 0.441622 0.621567 0.648875 0.509411 0.533892 0.43416
"770" 0.482311 0.673516 0.596238 0.520352 0.54823 0.589479 0.509949 0.500503 0.588451 0.510827 0.619749 0.679284 0.537293 0.533309 0.439536
"771" 0.5636 0.553419 0.674441 0.516609 0.553568 0.56788 0.535825 0.451128 0.56854 0.495226 0.598605 0.56639 0.524446 0.413869 0.450468
"772" 0.571197 0.549322 0.578532 0.527559 0.462508 0.538957 0.547871 0.486887 0.556996 0.504158 0.578272 0.558509 0.549362 0.539712 0.467274
"773" 0.570321 0.534949 0.570747 0.484003 0.456068 0.543513 0.561333 0.470154 0.587534 0.510443 0.584832 0.534595 0.513818 0.545377 0.46056
"774" 0.479467 0.588121 0.512511 0.57162 0.618498 0.505116 0.532911 0.510139 0.594969 0.550567 0.615616 0.690516 0.60244 0.451963 0.432445
"775" 0.48011 0.490721 0.636391 0.557837 0.472833 0.503962 0.551458 0.455069 0.649043 0.553579 0.633323 0.618401 0.482863 0.518719 0.448403
"776" 0.491792 0.685404 0.54786 0.476512 0.583785 0.570145 0.519006 0.505938 0.53489 0.504557 0.611769 0.654976 0.665689 0.435535 0.453019
"777" 0.451712 0.53813 0.502846 0.419624 0.503054 0.497659 0.535553 0.449999 0.666042 0.496998 0.629349 0.602323 0.386446 0.475924 0.43064
"778" 0.495732 0.476659 0.604205 0.52988 0.429795 0.442157 0.564107 0.480609 0.654065 0.559492 0.633004 0.455248 0.328952 0.516957 0.417984
"779" 0.459681 0.618028 0.422621 0.449249 0.621762 0.592437 0.569145 0.484276 0.602575 0.414317 0.642138 0.697342 0.621926 0.473878 0.43729
"780" 0.48183 0.470386 0.565923 0.544281 0.48084 0.52182 0.477789 0.486791 0.612536 0.488286 0.560743 0.651487 0.693396 0.41299 0.457879
"781" 0.446329 0.66 0.578521 0.569377 0.534036 0.532925 0.652721 0.515283 0.514123 0.545454 0.633071 0.610481 0.554794 0.519457 0.461678
